Year,Rank,Recipient,Country,Career,Tied,Title
2016,10,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2017,1,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2017,2,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2017,3,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2017,4,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2017,5,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2017,6,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2017,7,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2017,8,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2017,9,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2017,10,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2018,1,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2018,2,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2018,3,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2018,4,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2018,5,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2018,6,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2018,7,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2018,8,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2018,9,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2018,10,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2019,1,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2019,2,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2019,3,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2019,4,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2019,5,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2019,6,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2019,7,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2019,8,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2019,9,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2019,10,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2020,1,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2020,2,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2020,3,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2020,4,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2020,5,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2020,6,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2020,7,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2020,8,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2020,9,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2020,10,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2021,1,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2021,2,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2021,3,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2021,4,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2021,5,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2021,6,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2021,7,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2021,8,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2021,9,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2021,10,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,1,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,2,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,3,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,4,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,5,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,6,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,7,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,8,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,9,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,10,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,1,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,2,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,3,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,4,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,5,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,6,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,7,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,8,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,9,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,10,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,1,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,2,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,3,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,4,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,5,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,6,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,7,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,8,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,9,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,10,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,1,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,2,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,3,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,4,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,5,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,6,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,7,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,8,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,9,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,10,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,1,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,2,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,3,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,4,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,5,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,6,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,7,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,8,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,9,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,10,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,1,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,2,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,3,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,4,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,5,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,6,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,7,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,8,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,9,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,10,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,1,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,2,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,3,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,4,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,5,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,6,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,7,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,8,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,9,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,10,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,1,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,2,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,3,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,4,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,5,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,6,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,7,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,8,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,9,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,10,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,1,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,2,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,3,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,4,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,5,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,6,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,7,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,8,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,9,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,10,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,1,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,2,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,3,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,4,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,5,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,6,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,7,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,8,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,9,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,10,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,1,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,2,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,3,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,4,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,5,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,6,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,7,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,8,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,9,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
2022,10,"Michael Jordan","United States","Sportsperson (Basketball)",0,Michael_Jordan
